codice_esterno,0,1,2,3,4,5,6,7,8,9,10,11,giorno_uscita,colore,cat_merc
VG8155GR-18,1.0,3.0,2.0,2.0,3.0,17.0,2.0,60.0,8.0,0.0,0.0,0.0,2018-10-06,grigio,manica lunga
VG8155NE-18,1.0,9.0,4.0,7.0,5.0,45.0,8.0,108.0,19.0,0.0,0.0,0.0,2018-10-06,nero,manica lunga
VG8156BE-18,1.0,1.0,5.0,2.0,1.0,3.0,0.0,1.0,0.0,26.0,0.0,0.0,2018-09-21,beige,manica lunga
VG8156NE-18,1.0,8.0,2.0,3.0,4.0,2.0,3.0,7.0,1.0,75.0,12.0,0.0,2018-09-23,nero,manica lunga
VG8156RS-18,1.0,1.0,3.0,3.0,6.0,3.0,3.0,0.0,1.0,3.0,51.0,2.0,2018-09-16,rosa,manica lunga
VG8159BE-18,2.0,3.0,10.0,4.0,5.0,8.0,4.0,3.0,4.0,50.0,2.0,0.0,2018-09-17,beige,cardigan medio
VG8159NE-18,5.0,12.0,15.0,6.0,11.0,5.0,7.0,7.0,10.0,51.0,4.0,0.0,2018-09-20,nero,cardigan medio
VG8161BE-18,4.0,6.0,8.0,11.0,12.0,11.0,96.0,8.0,0.0,0.0,0.0,0.0,2018-10-10,beige,manica corta
VG8161NE-18,3.0,11.0,15.0,14.0,6.0,12.0,100.0,12.0,0.0,0.0,0.0,0.0,2018-10-11,nero,manica corta
VG8166GR-18,1.0,4.0,162.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-09,grigio,manica lunga
VG8166NE-18,4.0,110.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-14,nero,manica lunga
VG8166RS-18,1.0,8.0,171.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,rosa,manica lunga
VG8167GR-18,1.0,6.0,291.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-11,grigio,manica lunga
VG8167NE-18,2.0,7.0,196.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,nero,manica lunga
VG8167RS-18,5.0,274.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,rosa,manica lunga
VG8168GR-18,4.0,9.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,grigio,manica corta
VG8169BE-18,4.0,80.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,beige,cardigan corto
VG8169GR-18,2.0,84.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,grigio,cardigan corto
VG8169NE-18,9.0,158.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,nero,cardigan corto
VG8170NE-18,1.0,3.0,6.0,17.0,12.0,16.0,10.0,7.0,8.0,5.0,41.0,3.0,2018-09-14,nero,manica lunga
VG8170RS-18,1.0,7.0,11.0,20.0,9.0,9.0,9.0,8.0,3.0,6.0,38.0,7.0,2018-09-12,rosa,manica lunga
VG8171NE-18,2.0,10.0,11.0,9.0,10.0,5.0,7.0,8.0,3.0,37.0,7.0,0.0,2018-09-22,nero,manica lunga
VG8171RS-18,1.0,2.0,14.0,20.0,12.0,13.0,6.0,5.0,4.0,3.0,35.0,6.0,2018-09-15,rosa,manica lunga
VG8172BE-18,1.0,5.0,147.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,beige,manica lunga
VG8172GR-18,3.0,186.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,grigio,manica lunga
VG8172NE-18,5.0,137.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,nero,manica lunga
VG8173BE-18,8.0,163.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,beige,manica lunga
VG8173NE-18,10.0,142.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12,nero,manica lunga
VG8174BE-18,6.0,114.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12,beige,cardigan medio
VG8174NE-18,1.0,6.0,154.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-09,nero,cardigan medio
VG8175NE-18,5.0,38.0,16.0,124.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-01,nero,smanicato
VG8185NE-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-25,nero,cardigan corto
VG8186BE-18,11.0,145.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,beige,storta
VG8186GR-18,2.0,15.0,141.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,grigio,storta
VG8186NE-18,2.0,15.0,176.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-11,nero,storta
VG8189BE-18,15.0,105.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12,beige,storta
VG8189GR-18,1.0,14.0,134.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-10,grigio,storta
VG8189NE-18,14.0,148.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,nero,storta
VG8193FAFG-18,1.0,8.0,116.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-09,fantasia,smanicato
VG8193FAGR-18,9.0,160.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-15,fantasia,smanicato
VG8194FAGR-18,5.0,126.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,fantasia,manica lunga
VG8200GR-18,1.0,2.0,3.0,2.0,1.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,2018-10-21,grigio,storta
VG8200NE-18,2.0,4.0,2.0,3.0,4.0,2.0,49.0,14.0,0.0,0.0,0.0,0.0,2018-10-13,nero,storta
VG8202BE-18,1.0,3.0,2.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-02,beige,storta
VG8202GR-18,1.0,2.0,5.0,2.0,2.0,1.0,66.0,12.0,0.0,0.0,0.0,0.0,2018-10-13,grigio,storta
VG8202NE-18,3.0,3.0,2.0,3.0,2.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,2018-10-17,nero,storta
VG8203GR-18,8.0,11.0,7.0,8.0,8.0,5.0,3.0,4.0,3.0,2.0,13.0,4.0,2018-09-11,grigio,storta
VG8203NE-18,2.0,5.0,4.0,5.0,11.0,13.0,5.0,2.0,4.0,5.0,2.0,18.0,2018-09-06,nero,storta
VG8204FAGR-18,3.0,4.0,0.0,14.0,5.0,9.0,4.0,8.0,39.0,5.0,38.0,5.0,2018-09-11,fantasia,manica corta
VG8204FANE-18,2.0,3.0,1.0,8.0,6.0,6.0,3.0,8.0,35.0,2.0,45.0,7.0,2018-09-14,fantasia,manica corta
VG8210NE-18,5.0,5.0,15.0,176.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-31,nero,manica lunga
VG8212FA-18,5.0,13.0,22.0,13.0,19.0,12.0,141.0,12.0,0.0,0.0,0.0,0.0,2018-10-13,fantasia,manica lunga
VG8221GR-18,5.0,3.0,3.0,0.0,2.0,2.0,36.0,2.0,0.0,0.0,0.0,0.0,2018-10-10,grigio,spolver lungo
VG8221NE-18,1.0,4.0,3.0,6.0,8.0,4.0,3.0,49.0,10.0,0.0,0.0,0.0,2018-10-06,nero,spolver lungo
VG8800FANE-18,6.0,5.0,5.0,8.0,9.0,7.0,11.0,7.0,6.0,5.0,0.0,45.0,2018-09-06,fantasia,manica lunga
VG8801BE-18,3.0,2.0,6.0,5.0,10.0,4.0,3.0,11.0,4.0,9.0,74.0,14.0,2018-09-13,beige,manica lunga
VG8801NE-18,1.0,3.0,7.0,15.0,16.0,5.0,9.0,14.0,14.0,10.0,120.0,13.0,2018-09-16,nero,manica lunga
VG8801RS-18,6.0,9.0,7.0,7.0,19.0,16.0,12.0,11.0,10.0,118.0,14.0,0.0,2018-09-18,rosa,manica lunga
VG8802NE-18,5.0,8.0,7.0,8.0,4.0,6.0,8.0,7.0,6.0,32.0,5.0,0.0,2018-09-19,nero,manica lunga
VG8802RS-18,4.0,9.0,16.0,8.0,4.0,5.0,5.0,7.0,2.0,48.0,1.0,0.0,2018-09-18,rosa,manica lunga
VG8806FANE-18,15.0,384.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12,fantasia,manica lunga
VG8807FANE-18,5.0,182.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-16,fantasia,manica lunga
VG8808FA-18,2.0,6.0,14.0,14.0,17.0,12.0,177.0,10.0,0.0,0.0,0.0,0.0,2018-10-09,fantasia,manica lunga
VG8810FABE-18,7.0,11.0,11.0,22.0,20.0,21.0,182.0,15.0,0.0,0.0,0.0,0.0,2018-10-11,fantasia,manica lunga
VG8810FANE-18,7.0,4.0,11.0,22.0,27.0,23.0,14.0,179.0,15.0,0.0,0.0,0.0,2018-10-06,fantasia,manica lunga
VG8811BE-18,1.0,6.0,14.0,10.0,15.0,19.0,13.0,251.0,21.0,0.0,0.0,0.0,2018-10-07,beige,manica lunga
VG8811NE-18,7.0,14.0,12.0,34.0,14.0,14.0,156.0,6.0,0.0,0.0,0.0,0.0,2018-10-09,nero,manica lunga
VG8812BE-18,1.0,9.0,10.0,21.0,18.0,6.0,8.0,60.0,5.0,0.0,0.0,0.0,2018-10-04,beige,manica lunga
VG8812NE-18,2.0,4.0,12.0,18.0,18.0,14.0,4.0,60.0,8.0,0.0,0.0,0.0,2018-10-06,nero,manica lunga
VG8813NE-18,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-25,nero,manica lunga
VG8814NE-18,9.0,14.0,12.0,10.0,208.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-24,nero,cardigan medio
VG8814PA-18,1.0,2.0,5.0,3.0,7.0,93.0,9.0,0.0,0.0,0.0,0.0,0.0,2018-10-21,panna,cardigan medio
VG8815NE-18,1.0,14.0,13.0,13.0,8.0,160.0,22.0,0.0,0.0,0.0,0.0,0.0,2018-10-20,nero,manica lunga
VG8815PA-18,1.0,2.0,12.0,14.0,4.0,82.0,14.0,0.0,0.0,0.0,0.0,0.0,2018-10-21,panna,manica lunga
VG8816GR-18,3.0,7.0,2.0,7.0,50.0,5.0,89.0,5.0,0.0,0.0,0.0,0.0,2018-10-13,grigio,manica corta
VG8816NE-18,1.0,7.0,2.0,6.0,3.0,37.0,5.0,110.0,14.0,0.0,0.0,0.0,2018-10-06,nero,manica corta
VG8817FAGR-18,5.0,5.0,1.0,6.0,24.0,4.0,72.0,12.0,0.0,0.0,0.0,0.0,2018-10-09,fantasia,manica lunga
VG8817FANE-18,7.0,3.0,1.0,15.0,71.0,4.0,134.0,20.0,0.0,0.0,0.0,0.0,2018-10-09,fantasia,manica lunga
VG8818BE-18,6.0,8.0,5.0,2.0,28.0,2.0,62.0,14.0,0.0,0.0,0.0,0.0,2018-10-09,beige,manica lunga
VG8818NE-18,1.0,10.0,5.0,8.0,13.0,70.0,11.0,97.0,8.0,0.0,0.0,0.0,2018-10-07,nero,manica lunga
VG8819GR-18,8.0,161.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,grigio,manica lunga
VG8820BE-18,1.0,8.0,9.0,12.0,4.0,7.0,83.0,7.0,0.0,0.0,0.0,0.0,2018-10-12,beige,cardigan medio
VG8820NE-18,1.0,6.0,9.0,11.0,17.0,11.0,7.0,107.0,12.0,0.0,0.0,0.0,2018-10-07,nero,cardigan medio
VG8821AV-19,10.0,14.0,21.0,10.0,9.0,6.0,5.0,7.0,0.0,49.0,22.0,26.0,2018-12-04,avion,manica lunga
VG8821GR-19,14.0,17.0,6.0,6.0,13.0,6.0,3.0,3.0,6.0,29.0,31.0,23.0,2018-12-04,grigio,manica lunga
VG8822AV-19,13.0,23.0,30.0,13.0,11.0,6.0,3.0,3.0,2.0,13.0,10.0,6.0,2018-12-05,avion,manica lunga
VG8822BI-19,10.0,30.0,24.0,8.0,4.0,2.0,3.0,0.0,1.0,7.0,9.0,3.0,2018-12-05,bianco,manica lunga
VG8822GR-19,20.0,21.0,21.0,13.0,15.0,13.0,1.0,0.0,0.0,36.0,18.0,9.0,2018-12-04,grigio,manica lunga
VG8824AV-19,5.0,7.0,10.0,4.0,8.0,12.0,5.0,3.0,2.0,59.0,48.0,40.0,2018-12-03,avion,manica lunga
VG8824GR-19,8.0,14.0,12.0,8.0,4.0,2.0,4.0,2.0,2.0,50.0,35.0,30.0,2018-12-05,grigio,manica lunga
VG8827BI-19,10.0,21.0,20.0,11.0,7.0,6.0,2.0,1.0,2.0,21.0,17.0,8.0,2018-12-04,bianco,manica lunga
VG8827RS-19,10.0,21.0,19.0,11.0,5.0,6.0,3.0,3.0,3.0,29.0,32.0,24.0,2018-12-04,rosa,manica lunga
VG8829BI-19,4.0,8.0,10.0,6.0,3.0,4.0,3.0,2.0,2.0,25.0,40.0,26.0,2018-12-05,bianco,cardigan corto
VG8829RS-19,3.0,4.0,5.0,4.0,3.0,2.0,0.0,4.0,0.0,24.0,32.0,27.0,2018-12-06,rosa,cardigan corto
VG8832FG-19,17.0,29.0,10.0,8.0,6.0,1.0,1.0,3.0,35.0,23.0,22.0,7.0,2018-12-11,fango,manica lunga
VG8832GR-19,13.0,24.0,15.0,4.0,7.0,2.0,2.0,0.0,28.0,30.0,29.0,18.0,2018-12-12,grigio,manica lunga
VG8832RS-19,14.0,20.0,16.0,1.0,5.0,2.0,0.0,2.0,34.0,42.0,35.0,20.0,2018-12-12,rosa,manica lunga
VG9005NE-19,8.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,nero,manica lunga
VG9010GR-19,15.0,13.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-12,grigio,storta
VG9010NE-19,4.0,9.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-12,nero,storta
VG9012AGR-19,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,grigio,manica lunga
VG9012ANE-19,19.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,nero,manica lunga
VG9022BNE-19,3.0,9.0,18.0,6.0,10.0,17.0,3.0,6.0,6.0,1.0,1.0,20.0,2019-09-13,nero,manica corta
VG9022BRS-19,2.0,8.0,12.0,9.0,8.0,14.0,8.0,2.0,5.0,1.0,1.0,9.0,2019-09-14,rosa,manica corta
VG9024GR-19,16.0,22.0,14.0,13.0,5.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,2019-10-09,grigio,manica lunga
VG9027NE-19,13.0,13.0,21.0,20.0,10.0,19.0,63.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,nero,manica lunga
VG9027PL-19,12.0,24.0,19.0,12.0,12.0,16.0,70.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,perla,manica lunga
VG9027RS-19,19.0,11.0,15.0,10.0,14.0,9.0,58.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,rosa,manica lunga
VG9028AGR-19,6.0,5.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,grigio,manica lunga
VG9031FA-19,12.0,14.0,14.0,9.0,9.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,fantasia,manica lunga
VG9032GR-19,2.0,1.0,3.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2019-10-19,grigio,spolver lungo
VG9032NE-19,2.0,8.0,3.0,1.0,5.0,5.0,6.0,25.0,0.0,0.0,0.0,0.0,2019-10-12,nero,spolver lungo
VG9037BBE-19,1.0,7.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,9.0,0.0,2019-09-20,beige,spolver  medio
VG9037BGR-19,5.0,9.0,7.0,7.0,10.0,6.0,6.0,9.0,6.0,7.0,16.0,0.0,2019-09-20,grigio,spolver  medio
VG9038FG-19,4.0,3.0,2.0,3.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-22,fango,spolver lungo
VG9038NE-19,8.0,9.0,6.0,11.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,nero,spolver lungo
VG90411CM-19,10.0,16.0,14.0,11.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,cammello,manica lunga
VG90411NE-19,12.0,13.0,18.0,16.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-01,nero,manica lunga
VG9044NE-19,3.0,2.0,8.0,3.0,6.0,7.0,3.0,5.0,19.0,0.0,0.0,0.0,2019-10-03,nero,storta
VG9045NE-19,6.0,10.0,9.0,4.0,8.0,10.0,15.0,6.0,48.0,0.0,0.0,0.0,2019-10-04,nero,manica lunga
VG9053GR-19,5.0,5.0,4.0,4.0,3.0,6.0,5.0,9.0,2.0,1.0,15.0,0.0,2019-09-19,grigio,cardigan corto
VG9053NE-19,1.0,4.0,9.0,6.0,12.0,7.0,12.0,6.0,1.0,4.0,4.0,9.0,2019-09-15,nero,cardigan corto
VG9057AGR-19,2.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,grigio,cardigan lungo
VG9057ANE-19,1.0,4.0,2.0,5.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2019-10-13,nero,cardigan lungo
VG90711NE-19,21.0,31.0,22.0,13.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,nero,manica lunga
VG9086FG-19,8.0,13.0,9.0,12.0,8.0,6.0,8.0,35.0,0.0,0.0,0.0,0.0,2019-10-08,fango,spolver lungo
VG9086NE-19,7.0,16.0,10.0,15.0,12.0,12.0,7.0,41.0,0.0,0.0,0.0,0.0,2019-10-09,nero,spolver lungo
VG90871NE-19,7.0,15.0,8.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28,nero,manica corta
VG9100CM-19,3.0,5.0,8.0,1.0,4.0,4.0,3.0,6.0,4.0,33.0,0.0,0.0,2019-09-25,cammello,manica lunga
VG9100NE-19,11.0,18.0,21.0,25.0,14.0,13.0,8.0,14.0,6.0,26.0,0.0,0.0,2019-09-23,nero,manica lunga
VG9100RS-19,14.0,12.0,16.0,10.0,8.0,10.0,11.0,3.0,0.0,20.0,0.0,0.0,2019-09-24,rosa,manica lunga
VG9101NE-19,13.0,13.0,19.0,14.0,12.0,7.0,6.0,4.0,2.0,28.0,0.0,0.0,2019-09-23,nero,manica lunga
VG9101RS-19,1.0,8.0,3.0,10.0,8.0,9.0,12.0,6.0,4.0,1.0,17.0,0.0,2019-09-22,rosa,manica lunga
VG9102CM-19,3.0,12.0,7.0,6.0,2.0,12.0,10.0,10.0,1.0,21.0,0.0,0.0,2019-09-24,cammello,manica lunga
VG9102NE-19,22.0,28.0,30.0,15.0,10.0,19.0,4.0,4.0,0.0,12.0,0.0,0.0,2019-09-23,nero,manica lunga
VG9102RS-19,14.0,17.0,20.0,13.0,12.0,14.0,6.0,13.0,7.0,22.0,0.0,0.0,2019-09-24,rosa,manica lunga
VG9103CM-19,1.0,6.0,4.0,6.0,9.0,13.0,20.0,8.0,14.0,4.0,29.0,0.0,2019-09-21,cammello,manica lunga
VG9103NE-19,7.0,24.0,17.0,28.0,13.0,24.0,18.0,7.0,6.0,2.0,7.0,0.0,2019-09-20,nero,manica lunga
VG9105CM-19,5.0,4.0,10.0,5.0,10.0,9.0,16.0,6.0,2.0,25.0,0.0,0.0,2019-09-25,cammello,cardigan medio
VG9109FACM-19,2.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,15.0,0.0,0.0,0.0,2019-09-30,fantasia,manica corta
VG9109FANE-19,3.0,17.0,13.0,9.0,9.0,7.0,12.0,9.0,8.0,4.0,42.0,0.0,2019-09-22,fantasia,manica corta
VG9115CM-19,5.0,4.0,8.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,cammello,manica lunga
VG9115NE-19,4.0,1.0,7.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,nero,manica lunga
VG9120NE-19,10.0,16.0,14.0,13.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,nero,manica lunga
VG9120RS-19,7.0,10.0,3.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-02,rosa,manica lunga
VG9121NE-19,14.0,10.0,6.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,nero,cardigan medio
VG9122NE-19,2.0,6.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,nero,manica lunga
VG9122RS-19,2.0,4.0,6.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,rosa,manica lunga
VG9123FA-19,4.0,15.0,16.0,15.0,18.0,14.0,3.0,3.0,6.0,5.0,0.0,1.0,2019-09-07,fantasia,storta
VG9134GR-19,4.0,10.0,11.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,grigio,cardigan corto
VG9134NE-19,13.0,8.0,13.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,nero,cardigan corto
VG9135BE-19,13.0,7.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,beige,manica lunga
VG9135GR-19,25.0,19.0,22.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,grigio,manica lunga
VG9135NE-19,18.0,23.0,20.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,nero,manica lunga
VG9135RS-19,14.0,13.0,15.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,rosa,manica lunga
VG9136GR-19,2.0,9.0,7.0,8.0,8.0,4.0,8.0,7.0,4.0,4.0,2.0,13.0,2019-09-14,grigio,manica lunga
VG9136NE-19,11.0,7.0,7.0,12.0,16.0,4.0,5.0,5.0,6.0,1.0,22.0,0.0,2019-09-18,nero,manica lunga
VG9137GR-19,17.0,9.0,15.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,grigio,manica lunga
VG9137RS-19,8.0,14.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-07,rosa,manica lunga
VG9142FA-19,5.0,16.0,18.0,13.0,9.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,fantasia,storta
VG9144GR-19,3.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-13,grigio,manica lunga
VG9144PA-19,4.0,12.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,panna,manica lunga
VG9147NE-19,1.0,3.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,2019-10-12,nero,cardigan lungo
VG9151NE-19,16.0,29.0,25.0,22.0,13.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,nero,manica lunga
VG9151RS-19,12.0,21.0,24.0,9.0,9.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,2019-10-17,rosa,manica lunga
VG9153NE-19,10.0,7.0,7.0,11.0,16.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,2019-10-17,nero,manica lunga
VG9153PL-19,14.0,11.0,14.0,8.0,12.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,perla,manica lunga
VG9153RS-19,21.0,25.0,37.0,14.0,10.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,rosa,manica lunga
VG9156NE-19,3.0,5.0,5.0,7.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,9.0,2019-09-12,nero,manica lunga
VG9156PA-19,2.0,7.0,5.0,7.0,11.0,11.0,6.0,7.0,2.0,0.0,1.0,7.0,2019-09-14,panna,manica lunga
VG9157NE-19,12.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-19,nero,manica lunga
VG9157PA-19,7.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-19,panna,manica lunga
VG9161BE-19,7.0,8.0,5.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-01,beige,manica lunga
VG9161NE-19,20.0,14.0,27.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,nero,manica lunga
VG9163BE-19,8.0,9.0,10.0,15.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,beige,manica lunga
VG9163NE-19,20.0,20.0,24.0,18.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,nero,manica lunga
VG9165FA-19,5.0,5.0,4.0,9.0,5.0,12.0,1.0,2.0,3.0,3.0,1.0,0.0,2019-09-06,fantasia,manica lunga
VG9170NE-19,14.0,14.0,18.0,22.0,18.0,19.0,11.0,7.0,8.0,23.0,0.0,0.0,2019-09-24,nero,manica lunga
VG9170RS-19,9.0,5.0,13.0,6.0,12.0,11.0,4.0,6.0,6.0,24.0,0.0,0.0,2019-09-24,rosa,manica lunga
VG9173NE-19,12.0,9.0,16.0,13.0,17.0,19.0,7.0,9.0,2.0,29.0,0.0,0.0,2019-09-23,nero,manica lunga
VG9173RS-19,3.0,9.0,14.0,13.0,19.0,12.0,12.0,2.0,3.0,3.0,17.0,0.0,2019-09-21,rosa,manica lunga
VG9178FA-19,4.0,10.0,7.0,15.0,8.0,15.0,6.0,2.0,1.0,1.0,0.0,0.0,2019-09-07,fantasia,manica lunga
VG9181FA-19,4.0,4.0,5.0,4.0,9.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,2019-10-17,fantasia,manica corta
VG9184BE-19,9.0,10.0,5.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,beige,manica lunga
VG9184NE-19,13.0,8.0,9.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,nero,manica lunga
VG9185FA-19,37.0,32.0,23.0,20.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,fantasia,manica lunga
VG9186FA-19,35.0,22.0,25.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,fantasia,manica lunga
VG9188NE-19,15.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,nero,manica lunga
VG9188PA-19,12.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,panna,manica lunga
